alpha,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
0.0001,0.041697025299072266,0.0012159347534179688,0,0.7399895124644682,0.029653880630301995,81,21263,6379,14884
0.001,0.041853904724121094,0.001104116439819336,0,0.724179719763695,0.03145696830565771,81,21263,6379,14884
0.01,0.03742074966430664,0.0010182857513427734,0,0.7343478493140199,0.030297305467528637,81,21263,6379,14884
