n_neighbors,weights,algorithm,score,f1_score,recall,precision
8,uniform,brute,0.3466666666666667,0.35631696418626013,0.37015873015873013,
8,distance,auto,0.4,0.4042912469741114,0.4221349206349207,
8,distance,ball_tree,0.4,0.4042912469741114,0.4221349206349207,
8,distance,kd_tree,0.4,0.4042912469741114,0.4221349206349207,
8,distance,brute,0.4,0.4042912469741114,0.4221349206349207,
9,uniform,auto,0.36,0.3712000029277069,0.3826825396825397,
9,uniform,ball_tree,0.36,0.3712000029277069,0.3826825396825397,
9,uniform,kd_tree,0.36,0.3712000029277069,0.3826825396825397,
9,uniform,brute,0.36,0.3712000029277069,0.3826825396825397,
9,distance,auto,0.39,0.3942858726950798,0.41058730158730156,
9,distance,ball_tree,0.39,0.3942858726950798,0.41058730158730156,
9,distance,kd_tree,0.39,0.3942858726950798,0.41058730158730156,
9,distance,brute,0.39,0.3942858726950798,0.41058730158730156,
10,uniform,auto,0.35333333333333333,0.36791664395897805,0.3761031746031746,
10,uniform,ball_tree,0.35333333333333333,0.36791664395897805,0.3761031746031746,
10,uniform,kd_tree,0.35333333333333333,0.36791664395897805,0.3761031746031746,
10,uniform,brute,0.35333333333333333,0.36791664395897805,0.3761031746031746,
10,distance,auto,0.38333333333333336,0.3892048865598738,0.4041984126984127,
10,distance,ball_tree,0.38333333333333336,0.3892048865598738,0.4041984126984127,
10,distance,kd_tree,0.38333333333333336,0.3892048865598738,0.4041984126984127,
10,distance,brute,0.38333333333333336,0.3892048865598738,0.4041984126984127,
11,uniform,auto,0.3433333333333333,0.36365178757428046,0.36927777777777776,
11,uniform,ball_tree,0.3433333333333333,0.36365178757428046,0.36927777777777776,
11,uniform,kd_tree,0.3433333333333333,0.36365178757428046,0.36927777777777776,
11,uniform,brute,0.3433333333333333,0.36365178757428046,0.36927777777777776,
11,distance,auto,0.38333333333333336,0.3884810759667537,0.40361904761904766,
11,distance,ball_tree,0.38333333333333336,0.3884810759667537,0.40361904761904766,
11,distance,kd_tree,0.38333333333333336,0.3884810759667537,0.40361904761904766,
11,distance,brute,0.38333333333333336,0.3884810759667537,0.40361904761904766,
12,uniform,auto,0.33666666666666667,0.3521279293274464,0.36206349206349203,
12,uniform,ball_tree,0.33666666666666667,0.3521279293274464,0.36206349206349203,
12,uniform,kd_tree,0.33666666666666667,0.3521279293274464,0.36206349206349203,
12,uniform,brute,0.33666666666666667,0.3521279293274464,0.36206349206349203,
12,distance,auto,0.37333333333333335,0.3764349592720437,0.39557142857142863,
12,distance,ball_tree,0.37333333333333335,0.3764349592720437,0.39557142857142863,
12,distance,kd_tree,0.37333333333333335,0.3764349592720437,0.39557142857142863,
12,distance,brute,0.37333333333333335,0.3764349592720437,0.39557142857142863,
13,uniform,auto,0.3433333333333333,0.3555507126860068,0.37269841269841275,
13,uniform,ball_tree,0.3433333333333333,0.3555507126860068,0.37269841269841275,
13,uniform,kd_tree,0.3433333333333333,0.3555507126860068,0.37269841269841275,
13,uniform,brute,0.3433333333333333,0.3555507126860068,0.37269841269841275,
13,distance,auto,0.36333333333333334,0.3707675033974266,0.39065873015873015,
13,distance,ball_tree,0.36333333333333334,0.3707675033974266,0.39065873015873015,
13,distance,kd_tree,0.36333333333333334,0.3707675033974266,0.39065873015873015,
13,distance,brute,0.36333333333333334,0.3707675033974266,0.39065873015873015,
14,uniform,auto,0.3233333333333333,0.32742107123232345,0.3507936507936508,
14,uniform,ball_tree,0.3233333333333333,0.32742107123232345,0.3507936507936508,
14,uniform,kd_tree,0.3233333333333333,0.32742107123232345,0.3507936507936508,
14,uniform,brute,0.3233333333333333,0.32742107123232345,0.3507936507936508,
14,distance,auto,0.3566666666666667,0.37104399605718763,0.3864682539682539,
14,distance,ball_tree,0.3566666666666667,0.37104399605718763,0.3864682539682539,
14,distance,kd_tree,0.3566666666666667,0.37104399605718763,0.3864682539682539,
14,distance,brute,0.3566666666666667,0.37104399605718763,0.3864682539682539,
15,uniform,auto,0.31333333333333335,0.31991847041847044,0.344015873015873,
15,uniform,ball_tree,0.31333333333333335,0.31991847041847044,0.344015873015873,
15,uniform,kd_tree,0.31333333333333335,0.31991847041847044,0.344015873015873,
15,uniform,brute,0.31333333333333335,0.31991847041847044,0.344015873015873,
15,distance,auto,0.3433333333333333,0.36058007202911324,0.37484126984126986,
15,distance,ball_tree,0.3433333333333333,0.36058007202911324,0.37484126984126986,
15,distance,kd_tree,0.3433333333333333,0.36058007202911324,0.37484126984126986,
15,distance,brute,0.3433333333333333,0.36058007202911324,0.37484126984126986,
16,uniform,auto,0.31666666666666665,0.3228233787691992,0.34687301587301583,
16,uniform,ball_tree,0.31666666666666665,0.3228233787691992,0.34687301587301583,
16,uniform,kd_tree,0.31666666666666665,0.3228233787691992,0.34687301587301583,
16,uniform,brute,0.31666666666666665,0.3228233787691992,0.34687301587301583,
16,distance,auto,0.3466666666666667,0.36770373102316833,0.3788095238095239,
16,distance,ball_tree,0.3466666666666667,0.36770373102316833,0.3788095238095239,
16,distance,kd_tree,0.3466666666666667,0.36770373102316833,0.3788095238095239,
16,distance,brute,0.3466666666666667,0.36770373102316833,0.3788095238095239,
17,uniform,auto,0.31333333333333335,0.3209551577306995,0.34365873015873016,
17,uniform,ball_tree,0.31333333333333335,0.3209551577306995,0.34365873015873016,
17,uniform,kd_tree,0.31333333333333335,0.3209551577306995,0.34365873015873016,
17,uniform,brute,0.31333333333333335,0.3209551577306995,0.34365873015873016,
17,distance,auto,0.3333333333333333,0.3535485190437227,0.36750793650793656,
17,distance,ball_tree,0.3333333333333333,0.3535485190437227,0.36750793650793656,
17,distance,kd_tree,0.3333333333333333,0.3535485190437227,0.36750793650793656,
17,distance,brute,0.3333333333333333,0.3535485190437227,0.36750793650793656,
18,uniform,auto,0.31333333333333335,0.3184975114285459,0.34527777777777774,
18,uniform,ball_tree,0.31333333333333335,0.3184975114285459,0.34527777777777774,
18,uniform,kd_tree,0.31333333333333335,0.3184975114285459,0.34527777777777774,
18,uniform,brute,0.31333333333333335,0.3184975114285459,0.34527777777777774,
18,distance,auto,0.32666666666666666,0.33998656479235634,0.3607619047619048,
18,distance,ball_tree,0.32666666666666666,0.33998656479235634,0.3607619047619048,
18,distance,kd_tree,0.32666666666666666,0.33998656479235634,0.3607619047619048,
18,distance,brute,0.32666666666666666,0.33998656479235634,0.3607619047619048,
19,uniform,auto,0.31,0.3138745650290542,0.34147619047619043,
19,uniform,ball_tree,0.31,0.3138745650290542,0.34147619047619043,
19,uniform,kd_tree,0.31,0.3138745650290542,0.34147619047619043,
19,uniform,brute,0.31,0.3138745650290542,0.34147619047619043,
19,distance,auto,0.33,0.33731732153473365,0.3638174603174603,
19,distance,ball_tree,0.33,0.33731732153473365,0.3638174603174603,
19,distance,kd_tree,0.33,0.33731732153473365,0.3638174603174603,
19,distance,brute,0.33,0.33731732153473365,0.3638174603174603,
20,uniform,auto,0.30333333333333334,0.30551353250726243,0.33547619047619043,
20,uniform,ball_tree,0.30333333333333334,0.30551353250726243,0.33547619047619043,
20,uniform,kd_tree,0.30333333333333334,0.30551353250726243,0.33547619047619043,
20,uniform,brute,0.30333333333333334,0.30551353250726243,0.33547619047619043,
20,distance,auto,0.32666666666666666,0.3282937272688121,0.35979365079365083,
20,distance,ball_tree,0.32666666666666666,0.3282937272688121,0.35979365079365083,
20,distance,kd_tree,0.32666666666666666,0.3282937272688121,0.35979365079365083,
20,distance,brute,0.32666666666666666,0.3282937272688121,0.35979365079365083,
21,uniform,auto,0.31,0.30818569497981263,0.3396190476190476,
21,uniform,ball_tree,0.31,0.30818569497981263,0.3396190476190476,
21,uniform,kd_tree,0.31,0.30818569497981263,0.3396190476190476,
21,uniform,brute,0.31,0.30818569497981263,0.3396190476190476,
21,distance,auto,0.34,0.3398970703566625,0.3705079365079365,
21,distance,ball_tree,0.34,0.3398970703566625,0.3705079365079365,
21,distance,kd_tree,0.34,0.3398970703566625,0.3705079365079365,
21,distance,brute,0.34,0.3398970703566625,0.3705079365079365,
22,uniform,auto,0.31,0.3089015373744476,0.3384761904761905,
22,uniform,ball_tree,0.31,0.3089015373744476,0.3384761904761905,
22,uniform,kd_tree,0.31,0.3089015373744476,0.3384761904761905,
22,uniform,brute,0.31,0.3089015373744476,0.3384761904761905,
22,distance,auto,0.33666666666666667,0.33671603174349174,0.3660317460317461,
22,distance,ball_tree,0.33666666666666667,0.33671603174349174,0.3660317460317461,
22,distance,kd_tree,0.33666666666666667,0.33671603174349174,0.3660317460317461,
22,distance,brute,0.33666666666666667,0.33671603174349174,0.3660317460317461,
23,uniform,auto,0.29333333333333333,0.29685302675888964,0.32320634920634916,
23,uniform,ball_tree,0.29333333333333333,0.29685302675888964,0.32320634920634916,
23,uniform,kd_tree,0.29333333333333333,0.29685302675888964,0.32320634920634916,
23,uniform,brute,0.29333333333333333,0.29685302675888964,0.32320634920634916,
23,distance,auto,0.32,0.3265583926916694,0.3507619047619048,
23,distance,ball_tree,0.32,0.3265583926916694,0.3507619047619048,
23,distance,kd_tree,0.32,0.3265583926916694,0.3507619047619048,
23,distance,brute,0.32,0.3265583926916694,0.3507619047619048,
24,uniform,auto,0.29333333333333333,0.29580111463070136,0.3220634920634921,
24,uniform,ball_tree,0.29333333333333333,0.29580111463070136,0.3220634920634921,
24,uniform,kd_tree,0.29333333333333333,0.29580111463070136,0.3220634920634921,
24,uniform,brute,0.29333333333333333,0.29580111463070136,0.3220634920634921,
24,distance,auto,0.31666666666666665,0.32126566705374254,0.3457619047619048,
24,distance,ball_tree,0.31666666666666665,0.32126566705374254,0.3457619047619048,
24,distance,kd_tree,0.31666666666666665,0.32126566705374254,0.3457619047619048,
24,distance,brute,0.31666666666666665,0.32126566705374254,0.3457619047619048,
25,uniform,auto,0.29,0.30236246469374173,0.3177301587301587,
25,uniform,ball_tree,0.29,0.30236246469374173,0.3177301587301587,
25,uniform,kd_tree,0.29,0.30236246469374173,0.3177301587301587,
25,uniform,brute,0.29,0.30236246469374173,0.3177301587301587,
25,distance,auto,0.3233333333333333,0.3363828298576582,0.35192857142857137,
25,distance,ball_tree,0.3233333333333333,0.3363828298576582,0.35192857142857137,
25,distance,kd_tree,0.3233333333333333,0.3363828298576582,0.35192857142857137,
25,distance,brute,0.3233333333333333,0.3363828298576582,0.35192857142857137,
26,uniform,auto,0.2866666666666667,0.2977685218801638,0.3152301587301587,
26,uniform,ball_tree,0.2866666666666667,0.2977685218801638,0.3152301587301587,
26,uniform,kd_tree,0.2866666666666667,0.2977685218801638,0.3152301587301587,
26,uniform,brute,0.2866666666666667,0.2977685218801638,0.3152301587301587,
26,distance,auto,0.32,0.333333009096167,0.3494285714285714,
26,distance,ball_tree,0.32,0.333333009096167,0.3494285714285714,
26,distance,kd_tree,0.32,0.333333009096167,0.3494285714285714,
26,distance,brute,0.32,0.333333009096167,0.3494285714285714,
27,uniform,auto,0.2866666666666667,0.2964310218306904,0.3164206349206349,
27,uniform,ball_tree,0.2866666666666667,0.2964310218306904,0.3164206349206349,
27,uniform,kd_tree,0.2866666666666667,0.2964310218306904,0.3164206349206349,
27,uniform,brute,0.2866666666666667,0.2964310218306904,0.3164206349206349,
27,distance,auto,0.3233333333333333,0.3351837407862175,0.3531190476190476,
27,distance,ball_tree,0.3233333333333333,0.3351837407862175,0.3531190476190476,
27,distance,kd_tree,0.3233333333333333,0.3351837407862175,0.3531190476190476,
27,distance,brute,0.3233333333333333,0.3351837407862175,0.3531190476190476,
28,uniform,auto,0.2833333333333333,0.2971639517933097,0.31197619047619046,
28,uniform,ball_tree,0.2833333333333333,0.2971639517933097,0.31197619047619046,
28,uniform,kd_tree,0.2833333333333333,0.2971639517933097,0.31197619047619046,
28,uniform,brute,0.2833333333333333,0.2971639517933097,0.31197619047619046,
28,distance,auto,0.31666666666666665,0.3331073325090303,0.3464523809523809,
28,distance,ball_tree,0.31666666666666665,0.3331073325090303,0.3464523809523809,
28,distance,kd_tree,0.31666666666666665,0.3331073325090303,0.3464523809523809,
28,distance,brute,0.31666666666666665,0.3331073325090303,0.3464523809523809,
29,uniform,auto,0.2833333333333333,0.29554654947343495,0.31233333333333335,
29,uniform,ball_tree,0.2833333333333333,0.29554654947343495,0.31233333333333335,
29,uniform,kd_tree,0.2833333333333333,0.29554654947343495,0.31233333333333335,
29,uniform,brute,0.2833333333333333,0.29554654947343495,0.31233333333333335,
29,distance,auto,0.31333333333333335,0.3326232971279184,0.34217460317460313,
29,distance,ball_tree,0.31333333333333335,0.3326232971279184,0.34217460317460313,
29,distance,kd_tree,0.31333333333333335,0.3326232971279184,0.34217460317460313,
29,distance,brute,0.31333333333333335,0.3326232971279184,0.34217460317460313,
30,uniform,auto,0.28,0.2934546172781467,0.3065,
30,uniform,ball_tree,0.28,0.2934546172781467,0.3065,
30,uniform,kd_tree,0.28,0.2934546172781467,0.3065,
30,uniform,brute,0.28,0.2934546172781467,0.3065,
30,distance,auto,0.30333333333333334,0.32044891716470664,0.3339285714285714,
30,distance,ball_tree,0.30333333333333334,0.32044891716470664,0.3339285714285714,
30,distance,kd_tree,0.30333333333333334,0.32044891716470664,0.3339285714285714,
30,distance,brute,0.30333333333333334,0.32044891716470664,0.3339285714285714,
31,uniform,auto,0.2833333333333333,0.2951302084257942,0.309,
31,uniform,ball_tree,0.2833333333333333,0.2951302084257942,0.309,
31,uniform,kd_tree,0.2833333333333333,0.2951302084257942,0.309,
31,uniform,brute,0.2833333333333333,0.2951302084257942,0.309,
31,distance,auto,0.3,0.31443108127488434,0.3269047619047619,
31,distance,ball_tree,0.3,0.31443108127488434,0.3269047619047619,
31,distance,kd_tree,0.3,0.31443108127488434,0.3269047619047619,
31,distance,brute,0.3,0.31443108127488434,0.3269047619047619,
32,uniform,auto,0.28,0.28286916285639285,0.30583333333333335,
32,uniform,ball_tree,0.28,0.28286916285639285,0.30583333333333335,
32,uniform,kd_tree,0.28,0.28286916285639285,0.30583333333333335,
32,uniform,brute,0.28,0.28286916285639285,0.30583333333333335,
32,distance,auto,0.3,0.3078217287071474,0.32523809523809527,
32,distance,ball_tree,0.3,0.3078217287071474,0.32523809523809527,
32,distance,kd_tree,0.3,0.3078217287071474,0.32523809523809527,
32,distance,brute,0.3,0.3078217287071474,0.32523809523809527,
33,uniform,auto,0.28,0.2846994124740743,0.3073333333333333,
33,uniform,ball_tree,0.28,0.2846994124740743,0.3073333333333333,
33,uniform,kd_tree,0.28,0.2846994124740743,0.3073333333333333,
33,uniform,brute,0.28,0.2846994124740743,0.3073333333333333,
33,distance,auto,0.31,0.32033848375479496,0.3392380952380952,
33,distance,ball_tree,0.31,0.32033848375479496,0.3392380952380952,
33,distance,kd_tree,0.31,0.32033848375479496,0.3392380952380952,
33,distance,brute,0.31,0.32033848375479496,0.3392380952380952,
34,uniform,auto,0.2866666666666667,0.28635637848741297,0.31316666666666665,
34,uniform,ball_tree,0.2866666666666667,0.28635637848741297,0.31316666666666665,
34,uniform,kd_tree,0.2866666666666667,0.28635637848741297,0.31316666666666665,
34,uniform,brute,0.2866666666666667,0.28635637848741297,0.31316666666666665,
34,distance,auto,0.31,0.3190943793049056,0.3392380952380952,
34,distance,ball_tree,0.31,0.3190943793049056,0.3392380952380952,
34,distance,kd_tree,0.31,0.3190943793049056,0.3392380952380952,
34,distance,brute,0.31,0.3190943793049056,0.3392380952380952,
35,uniform,auto,0.2966666666666667,0.2981755684645147,0.32016666666666665,
35,uniform,ball_tree,0.2966666666666667,0.2981755684645147,0.32016666666666665,
35,uniform,kd_tree,0.2966666666666667,0.2981755684645147,0.32016666666666665,
35,uniform,brute,0.2966666666666667,0.2981755684645147,0.32016666666666665,
35,distance,auto,0.30666666666666664,0.3168464311746046,0.33602380952380956,
35,distance,ball_tree,0.30666666666666664,0.3168464311746046,0.33602380952380956,
35,distance,kd_tree,0.30666666666666664,0.3168464311746046,0.33602380952380956,
35,distance,brute,0.30666666666666664,0.3168464311746046,0.33602380952380956,
36,uniform,auto,0.2966666666666667,0.29585595300732104,0.32016666666666665,
36,uniform,ball_tree,0.2966666666666667,0.29585595300732104,0.32016666666666665,
36,uniform,kd_tree,0.2966666666666667,0.29585595300732104,0.32016666666666665,
36,uniform,brute,0.2966666666666667,0.29585595300732104,0.32016666666666665,
36,distance,auto,0.31,0.32343754283436604,0.34074603174603174,
36,distance,ball_tree,0.31,0.32343754283436604,0.34074603174603174,
36,distance,kd_tree,0.31,0.32343754283436604,0.34074603174603174,
36,distance,brute,0.31,0.32343754283436604,0.34074603174603174,
37,uniform,auto,0.28,0.2856992153200593,0.30683333333333335,
37,uniform,ball_tree,0.28,0.2856992153200593,0.30683333333333335,
37,uniform,kd_tree,0.28,0.2856992153200593,0.30683333333333335,
37,uniform,brute,0.28,0.2856992153200593,0.30683333333333335,
37,distance,auto,0.31,0.32496757415775757,0.34074603174603174,
37,distance,ball_tree,0.31,0.32496757415775757,0.34074603174603174,
37,distance,kd_tree,0.31,0.32496757415775757,0.34074603174603174,
37,distance,brute,0.31,0.32496757415775757,0.34074603174603174,
38,uniform,auto,0.28,0.28692240154881327,0.306,
38,uniform,ball_tree,0.28,0.28692240154881327,0.306,
38,uniform,kd_tree,0.28,0.28692240154881327,0.306,
38,uniform,brute,0.28,0.28692240154881327,0.306,
38,distance,auto,0.30666666666666664,0.32352315380836416,0.3367460317460317,
38,distance,ball_tree,0.30666666666666664,0.32352315380836416,0.3367460317460317,
38,distance,kd_tree,0.30666666666666664,0.32352315380836416,0.3367460317460317,
38,distance,brute,0.30666666666666664,0.32352315380836416,0.3367460317460317,
39,uniform,auto,0.28,0.2862519556094024,0.306,
39,uniform,ball_tree,0.28,0.2862519556094024,0.306,
39,uniform,kd_tree,0.28,0.2862519556094024,0.306,
39,uniform,brute,0.28,0.2862519556094024,0.306,
39,distance,auto,0.30666666666666664,0.32032523439195737,0.33524603174603174,
39,distance,ball_tree,0.30666666666666664,0.32032523439195737,0.33524603174603174,
39,distance,kd_tree,0.30666666666666664,0.32032523439195737,0.33524603174603174,
39,distance,brute,0.30666666666666664,0.32032523439195737,0.33524603174603174,
40,uniform,auto,0.27666666666666667,0.28367696743911575,0.3035,
40,uniform,ball_tree,0.27666666666666667,0.28367696743911575,0.3035,
40,uniform,kd_tree,0.27666666666666667,0.28367696743911575,0.3035,
40,uniform,brute,0.27666666666666667,0.28367696743911575,0.3035,
40,distance,auto,0.30666666666666664,0.319426831450657,0.33524603174603174,
40,distance,ball_tree,0.30666666666666664,0.319426831450657,0.33524603174603174,
40,distance,kd_tree,0.30666666666666664,0.319426831450657,0.33524603174603174,
40,distance,brute,0.30666666666666664,0.319426831450657,0.33524603174603174,
41,uniform,auto,0.29,0.2856362056702614,0.31255555555555553,
41,uniform,ball_tree,0.29,0.2856362056702614,0.31255555555555553,
41,uniform,kd_tree,0.29,0.2856362056702614,0.31255555555555553,
41,uniform,brute,0.29,0.2856362056702614,0.31255555555555553,
41,distance,auto,0.31666666666666665,0.3257201299819418,0.3430793650793651,
41,distance,ball_tree,0.31666666666666665,0.3257201299819418,0.3430793650793651,
41,distance,kd_tree,0.31666666666666665,0.3257201299819418,0.3430793650793651,
41,distance,brute,0.31666666666666665,0.3257201299819418,0.3430793650793651,
42,uniform,auto,0.2866666666666667,0.2821041189508868,0.3073650793650794,
42,uniform,ball_tree,0.2866666666666667,0.2821041189508868,0.3073650793650794,
42,uniform,kd_tree,0.2866666666666667,0.2821041189508868,0.3073650793650794,
42,uniform,brute,0.2866666666666667,0.2821041189508868,0.3073650793650794,
42,distance,auto,0.30333333333333334,0.31570341137801095,0.3299126984126984,
42,distance,ball_tree,0.30333333333333334,0.31570341137801095,0.3299126984126984,
42,distance,kd_tree,0.30333333333333334,0.31570341137801095,0.3299126984126984,
42,distance,brute,0.30333333333333334,0.31570341137801095,0.3299126984126984,
43,uniform,auto,0.2833333333333333,0.2726394172113371,0.30034126984126985,
43,uniform,ball_tree,0.2833333333333333,0.2726394172113371,0.30034126984126985,
43,uniform,kd_tree,0.2833333333333333,0.2726394172113371,0.30034126984126985,
43,uniform,brute,0.2833333333333333,0.2726394172113371,0.30034126984126985,
43,distance,auto,0.30666666666666664,0.32119388403490035,0.33276984126984127,
43,distance,ball_tree,0.30666666666666664,0.32119388403490035,0.33276984126984127,
43,distance,kd_tree,0.30666666666666664,0.32119388403490035,0.33276984126984127,
43,distance,brute,0.30666666666666664,0.32119388403490035,0.33276984126984127,
44,uniform,auto,0.29,0.27793339678075174,0.30534126984126986,
44,uniform,ball_tree,0.29,0.27793339678075174,0.30534126984126986,
44,uniform,kd_tree,0.29,0.27793339678075174,0.30534126984126986,
44,uniform,brute,0.29,0.27793339678075174,0.30534126984126986,
44,distance,auto,0.2966666666666667,0.305983420522724,0.3208888888888889,
44,distance,ball_tree,0.2966666666666667,0.305983420522724,0.3208888888888889,
44,distance,kd_tree,0.2966666666666667,0.305983420522724,0.3208888888888889,
44,distance,brute,0.2966666666666667,0.305983420522724,0.3208888888888889,
45,uniform,auto,0.29333333333333333,0.2798421006007608,0.30867460317460316,
45,uniform,ball_tree,0.29333333333333333,0.2798421006007608,0.30867460317460316,
45,uniform,kd_tree,0.29333333333333333,0.2798421006007608,0.30867460317460316,
45,uniform,brute,0.29333333333333333,0.2798421006007608,0.30867460317460316,
45,distance,auto,0.2966666666666667,0.3037524397000265,0.3196984126984127,
45,distance,ball_tree,0.2966666666666667,0.3037524397000265,0.3196984126984127,
45,distance,kd_tree,0.2966666666666667,0.3037524397000265,0.3196984126984127,
45,distance,brute,0.2966666666666667,0.3037524397000265,0.3196984126984127,
46,uniform,auto,0.29333333333333333,0.28191132877892777,0.30867460317460316,
46,uniform,ball_tree,0.29333333333333333,0.28191132877892777,0.30867460317460316,
46,uniform,kd_tree,0.29333333333333333,0.28191132877892777,0.30867460317460316,
46,uniform,brute,0.29333333333333333,0.28191132877892777,0.30867460317460316,
46,distance,auto,0.29333333333333333,0.2998477367989567,0.3146984126984127,
46,distance,ball_tree,0.29333333333333333,0.2998477367989567,0.3146984126984127,
46,distance,kd_tree,0.29333333333333333,0.2998477367989567,0.3146984126984127,
46,distance,brute,0.29333333333333333,0.2998477367989567,0.3146984126984127,
47,uniform,auto,0.29333333333333333,0.27956580193772185,0.3088412698412698,
47,uniform,ball_tree,0.29333333333333333,0.27956580193772185,0.3088412698412698,
47,uniform,kd_tree,0.29333333333333333,0.27956580193772185,0.3088412698412698,
47,uniform,brute,0.29333333333333333,0.27956580193772185,0.3088412698412698,
47,distance,auto,0.30333333333333334,0.30749412946045235,0.3238650793650794,
47,distance,ball_tree,0.30333333333333334,0.30749412946045235,0.3238650793650794,
47,distance,kd_tree,0.30333333333333334,0.30749412946045235,0.3238650793650794,
47,distance,brute,0.30333333333333334,0.30749412946045235,0.3238650793650794,
48,uniform,auto,0.29333333333333333,0.27950799238308627,0.3091190476190476,
48,uniform,ball_tree,0.29333333333333333,0.27950799238308627,0.3091190476190476,
48,uniform,kd_tree,0.29333333333333333,0.27950799238308627,0.3091190476190476,
48,uniform,brute,0.29333333333333333,0.27950799238308627,0.3091190476190476,
48,distance,auto,0.3,0.30303769546736303,0.31986507936507935,
48,distance,ball_tree,0.3,0.30303769546736303,0.31986507936507935,
