Model,Feature_Selector,k,Scaler,Score,Trainingstime,Fittime
Knn,PCA,600,standard,0.04666666666666667,0.02321791648864746,0.024041175842285156
Knn,PCA,600,minmax,0.03666666666666667,0.024003028869628906,0.02298140525817871
Knn,PCA,600,quantil,0.05,0.024227380752563477,0.02388167381286621
Knn,PCA,750,standard,0.023333333333333334,0.02708601951599121,0.029280424118041992
Knn,PCA,750,minmax,0.05,0.027895450592041016,0.029282808303833008
Knn,PCA,750,quantil,0.05,0.029947519302368164,0.02900242805480957
MLP,kBest,10,standard,0.13333333333333333,7.104873657226562e-05,4.126249074935913
MLP,kBest,10,minmax,0.11,8.392333984375e-05,3.672983407974243
MLP,kBest,10,quantil,0.11,5.1975250244140625e-05,3.733882188796997
MLP,kBest,30,standard,0.3933333333333333,6.0558319091796875e-05,4.543148994445801
MLP,kBest,30,minmax,0.37,5.245208740234375e-05,3.8579769134521484
MLP,kBest,30,quantil,0.36666666666666664,5.3882598876953125e-05,3.9528377056121826
MLP,kBest,60,standard,0.4633333333333333,5.435943603515625e-05,4.466001987457275
MLP,kBest,60,minmax,0.49,5.555152893066406e-05,4.176676511764526
MLP,kBest,60,quantil,0.49666666666666665,5.91278076171875e-05,4.0601911544799805
MLP,kBest,90,standard,0.59,5.650520324707031e-05,4.856142044067383
MLP,kBest,90,minmax,0.5366666666666666,5.435943603515625e-05,4.718834161758423
MLP,kBest,90,quantil,0.57,5.936622619628906e-05,4.483273267745972
MLP,kBest,100,standard,0.5733333333333334,5.412101745605469e-05,5.459096193313599
MLP,kBest,100,minmax,0.5633333333333334,6.270408630371094e-05,5.470248222351074
MLP,kBest,100,quantil,0.53,9.274482727050781e-05,6.694084882736206
MLP,kBest,120,standard,0.5433333333333333,5.650520324707031e-05,6.606907844543457
MLP,kBest,120,minmax,0.5666666666666667,5.7697296142578125e-05,5.975611209869385
MLP,kBest,120,quantil,0.58,5.459785461425781e-05,6.812331438064575
MLP,kBest,140,standard,0.59,6.222724914550781e-05,8.826854228973389
MLP,kBest,140,minmax,0.5233333333333333,5.841255187988281e-05,7.045188903808594
MLP,kBest,140,quantil,0.56,5.2928924560546875e-05,5.978661060333252
MLP,kBest,200,standard,0.56,5.888938903808594e-05,10.238446474075317
MLP,kBest,200,minmax,0.6,8.916854858398438e-05,9.303224325180054
MLP,kBest,200,quantil,0.6133333333333333,5.364418029785156e-05,5.868332624435425
MLP,kBest,300,standard,0.5633333333333334,5.53131103515625e-05,8.324538230895996
MLP,kBest,300,minmax,0.6,5.745887756347656e-05,7.097436428070068
MLP,kBest,300,quantil,0.6333333333333333,5.269050598144531e-05,7.247941493988037
MLP,kBest,400,standard,0.5333333333333333,5.459785461425781e-05,8.967091083526611
MLP,kBest,400,minmax,0.6533333333333333,8.416175842285156e-05,8.059040546417236
MLP,kBest,400,quantil,0.6233333333333333,5.7697296142578125e-05,8.65717339515686
MLP,kBest,500,standard,0.6366666666666667,5.91278076171875e-05,10.551109075546265
MLP,kBest,500,minmax,0.6533333333333333,5.507469177246094e-05,12.841343402862549
MLP,kBest,500,quantil,0.64,5.936622619628906e-05,9.579831838607788
MLP,kBest,600,standard,0.6433333333333333,8.034706115722656e-05,11.684267282485962
MLP,kBest,600,minmax,0.61,5.793571472167969e-05,14.074580430984497
MLP,kBest,600,quantil,0.67,7.581710815429688e-05,10.930570840835571
MLP,kBest,750,standard,0.68,5.745887756347656e-05,13.898600339889526
MLP,kBest,750,minmax,0.62,8.606910705566406e-05,16.198142051696777
MLP,kBest,750,quantil,0.63,5.745887756347656e-05,13.609419822692871
MLP,PCA,10,standard,0.18333333333333332,9.393692016601562e-05,3.949615001678467
MLP,PCA,10,minmax,0.13333333333333333,0.00010323524475097656,3.5082590579986572
MLP,PCA,10,quantil,0.19666666666666666,0.00010633468627929688,3.855489730834961
MLP,PCA,30,standard,0.3433333333333333,0.00010061264038085938,4.412789583206177
MLP,PCA,30,minmax,0.35333333333333333,9.846687316894531e-05,3.746955394744873
MLP,PCA,30,quantil,0.3233333333333333,8.845329284667969e-05,3.8307931423187256
MLP,PCA,60,standard,0.38333333333333336,9.72747802734375e-05,5.150739908218384
MLP,PCA,60,minmax,0.3933333333333333,0.00010013580322265625,4.882874250411987
MLP,PCA,60,quantil,0.41333333333333333,6.175041198730469e-05,4.524556636810303
MLP,PCA,90,standard,0.41,9.894371032714844e-05,5.205108642578125
MLP,PCA,90,minmax,0.39666666666666667,8.559226989746094e-05,4.407459259033203
MLP,PCA,90,quantil,0.38,5.364418029785156e-05,4.662794828414917
MLP,PCA,100,standard,0.43,0.00010895729064941406,5.202186346054077
MLP,PCA,100,minmax,0.3433333333333333,9.822845458984375e-05,4.582525730133057
MLP,PCA,100,quantil,0.39666666666666667,6.175041198730469e-05,4.661045789718628
MLP,PCA,120,standard,0.38,9.751319885253906e-05,7.4019763469696045
MLP,PCA,120,minmax,0.43666666666666665,0.00010061264038085938,4.788414716720581
MLP,PCA,120,quantil,0.43,5.4836273193359375e-05,5.153226137161255
MLP,PCA,140,standard,0.38333333333333336,9.918212890625e-05,5.61362361907959
MLP,PCA,140,minmax,0.3933333333333333,9.918212890625e-05,5.251557111740112
MLP,PCA,140,quantil,0.38666666666666666,6.437301635742188e-05,5.697022914886475
MLP,PCA,200,standard,0.3566666666666667,9.679794311523438e-05,6.404642820358276
MLP,PCA,200,minmax,0.38666666666666666,0.00015878677368164062,5.814419269561768
MLP,PCA,200,quantil,0.31666666666666665,5.459785461425781e-05,5.750763416290283
MLP,PCA,300,standard,0.25,0.00010538101196289062,7.44627833366394
MLP,PCA,300,minmax,0.20666666666666667,9.942054748535156e-05,8.264029741287231
MLP,PCA,300,quantil,0.32,5.435943603515625e-05,7.699563980102539
MLP,PCA,400,standard,0.19666666666666666,0.00010132789611816406,11.761126518249512
MLP,PCA,400,minmax,0.21333333333333335,0.00010466575622558594,8.842572212219238
MLP,PCA,400,quantil,0.22666666666666666,5.888938903808594e-05,8.819559097290039
MLP,PCA,500,standard,0.13666666666666666,0.00011086463928222656,9.548860549926758
MLP,PCA,500,minmax,0.13,0.00010275840759277344,9.622056245803833
MLP,PCA,500,quantil,0.20333333333333334,6.532669067382812e-05,9.667338848114014
MLP,PCA,600,standard,0.09,9.489059448242188e-05,12.754770278930664
MLP,PCA,600,minmax,0.06666666666666667,0.00010561943054199219,10.119197845458984
MLP,PCA,600,quantil,0.11333333333333333,5.555152893066406e-05,9.966657638549805
MLP,PCA,750,standard,0.01,0.00010418891906738281,16.922423839569092
MLP,PCA,750,minmax,0.02666666666666667,0.00011038780212402344,12.329893112182617
MLP,PCA,750,quantil,0.07,8.749961853027344e-05,12.038171768188477
RM,kBest,10,standard,0.14333333333333334,0.00013113021850585938,7.042152643203735
RM,kBest,10,minmax,0.11666666666666667,0.0023660659790039062,7.062968730926514
RM,kBest,10,quantil,0.11,0.0023429393768310547,7.132990837097168
RM,kBest,30,standard,0.2866666666666667,0.0024957656860351562,7.2466511726379395
RM,kBest,30,minmax,0.24333333333333335,0.0024263858795166016,7.167929410934448
RM,kBest,30,quantil,0.30666666666666664,0.0025014877319335938,7.159506559371948
RM,kBest,60,standard,0.3233333333333333,0.0027480125427246094,7.0688676834106445
RM,kBest,60,minmax,0.3333333333333333,0.0023767948150634766,7.1771135330200195
RM,kBest,60,quantil,0.33,0.0023598670959472656,7.055090427398682
RM,kBest,90,standard,0.39,0.0023984909057617188,7.206879377365112
RM,kBest,90,minmax,0.36333333333333334,0.002693653106689453,7.099532604217529
RM,kBest,90,quantil,0.3933333333333333,0.0023407936096191406,7.080711841583252
RM,kBest,100,standard,0.41,0.002040386199951172,7.073864221572876
RM,kBest,100,minmax,0.4166666666666667,0.00289154052734375,7.201629161834717
RM,kBest,100,quantil,0.49,0.0024788379669189453,7.253587961196899
RM,kBest,120,standard,0.45666666666666667,0.0027871131896972656,7.48415207862854
RM,kBest,120,minmax,0.41333333333333333,0.00279998779296875,7.570287466049194
RM,kBest,120,quantil,0.44666666666666666,0.0025348663330078125,7.133046865463257
RM,kBest,140,standard,0.4266666666666667,0.0021963119506835938,7.225517511367798
RM,kBest,140,minmax,0.39666666666666667,0.0024747848510742188,7.229335308074951
RM,kBest,140,quantil,0.4266666666666667,0.0024695396423339844,7.1215128898620605
RM,kBest,200,standard,0.4666666666666667,0.002531766891479492,7.383261680603027
RM,kBest,200,minmax,0.58,0.002550840377807617,7.321357250213623
RM,kBest,200,quantil,0.4666666666666667,0.0025086402893066406,7.901913404464722
RM,kBest,300,standard,0.4866666666666667,0.003077983856201172,8.124530553817749
RM,kBest,300,minmax,0.45666666666666667,0.003599405288696289,7.494836330413818
RM,kBest,300,quantil,0.49333333333333335,0.002641439437866211,7.503015518188477
RM,kBest,400,standard,0.5566666666666666,0.002362489700317383,7.480737686157227
RM,kBest,400,minmax,0.53,0.002496957778930664,8.168483018875122
RM,kBest,400,quantil,0.54,0.0037293434143066406,8.289376020431519
RM,kBest,500,standard,0.5733333333333334,0.0022666454315185547,7.569961786270142
RM,kBest,500,minmax,0.5333333333333333,0.0022840499877929688,8.279289484024048
RM,kBest,500,quantil,0.5566666666666666,0.0034797191619873047,8.982950925827026
RM,kBest,600,standard,0.49333333333333335,0.0026776790618896484,8.154489994049072
RM,kBest,600,minmax,0.5233333333333333,0.002950429916381836,7.834132194519043
RM,kBest,600,quantil,0.5133333333333333,0.0022230148315429688,9.345378398895264
RM,kBest,750,standard,0.52,0.0030221939086914062,8.5539870262146
RM,kBest,750,minmax,0.5633333333333334,0.0022110939025878906,8.502182722091675
RM,kBest,750,quantil,0.58,0.00344085693359375,9.64188289642334
RM,PCA,10,standard,0.17,0.004082918167114258,7.976816177368164
RM,PCA,10,minmax,0.15666666666666668,0.003445148468017578,8.161202430725098
RM,PCA,10,quantil,0.16,0.0042018890380859375,7.676198482513428
RM,PCA,30,standard,0.18333333333333332,0.0044422149658203125,7.930496454238892
RM,PCA,30,minmax,0.23,0.00421595573425293,7.919203519821167
RM,PCA,30,quantil,0.22,0.004552364349365234,7.958753347396851
RM,PCA,60,standard,0.22666666666666666,0.014079570770263672,7.7401087284088135
RM,PCA,60,minmax,0.21,0.003402233123779297,7.291639089584351
RM,PCA,60,quantil,0.22,0.0022907257080078125,7.180359125137329
RM,PCA,90,standard,0.23,0.003619670867919922,7.2390687465667725
RM,PCA,90,minmax,0.23,0.004210710525512695,7.140466690063477
RM,PCA,90,quantil,0.23333333333333334,0.0025517940521240234,7.2476537227630615
RM,PCA,100,standard,0.33666666666666667,0.004719257354736328,7.346118450164795
RM,PCA,100,minmax,0.20333333333333334,0.003450632095336914,7.727189779281616
RM,PCA,100,quantil,0.2966666666666667,0.0026617050170898438,7.337068796157837
RM,PCA,120,standard,0.27,0.0042760372161865234,7.281906604766846
RM,PCA,120,minmax,0.2733333333333333,0.0077135562896728516,7.9476799964904785
RM,PCA,120,quantil,0.23,0.0035440921783447266,7.874672889709473
RM,PCA,140,standard,0.23666666666666666,0.004561424255371094,7.356827974319458
RM,PCA,140,minmax,0.3,0.004359245300292969,7.248913526535034
RM,PCA,140,quantil,0.15666666666666668,0.0028896331787109375,7.633069753646851
RM,PCA,200,standard,0.21,0.005276203155517578,7.567810297012329
RM,PCA,200,minmax,0.22333333333333333,0.004621982574462891,8.027227878570557
RM,PCA,200,quantil,0.21333333333333335,0.002319812774658203,7.521182537078857
RM,PCA,300,standard,0.18333333333333332,0.004967927932739258,8.26030421257019
RM,PCA,300,minmax,0.11,0.0046536922454833984,8.126282453536987
RM,PCA,300,quantil,0.16333333333333333,0.002492189407348633,8.07854437828064
RM,PCA,400,standard,0.19666666666666666,0.004169940948486328,9.746087074279785
RM,PCA,400,minmax,0.15,0.008513689041137695,9.687171697616577
RM,PCA,400,quantil,0.13666666666666666,0.003353595733642578,10.566004276275635
RM,PCA,500,standard,0.13333333333333333,0.004391670227050781,11.23020601272583
RM,PCA,500,minmax,0.11,0.005183696746826172,9.638158559799194
RM,PCA,500,quantil,0.11666666666666667,0.0027332305908203125,11.319042682647705
RM,PCA,600,standard,0.13666666666666666,0.004477024078369141,12.641392946243286
RM,PCA,600,minmax,0.1,0.005026578903198242,11.767130374908447
RM,PCA,600,quantil,0.15333333333333332,0.0034818649291992188,11.927238941192627
RM,PCA,750,standard,0.09333333333333334,0.0043756961822509766,13.95072865486145
RM,PCA,750,minmax,0.08666666666666667,0.00436091423034668,15.9773428440094
RM,PCA,750,quantil,0.07333333333333333,0.003377676010131836,16.381027698516846
