n_neighbors,p,chunk_size,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
5,2,4,1.0967254638671875e-05,32.19372224807739,0,0.8974198171812737,0.011699145388992709,81,21263,6379,14884
