criterion,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
mse,0.0012772083282470703,0.0007233619689941406,0,0.6402943055600521,49.38095238095238,8,420,210,210,0.008063970893472354
