n_estimators,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
100,0.18799567222595215,0.010000228881835938,0,0.8464001719311802,19.884064772727275,8,1232,616,616,0.0032563308677418003
