n_estimators,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
100,0.18999910354614258,0.009997367858886719,0,0.845814645647427,19.959863311688316,8,1232,616,616,0.0032794316831146666
