n_estimators,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
100,0.11000180244445801,0.005997657775878906,0,0.8327494920810901,22.960407619047604,8,420,210,210,0.0037904811738250746
