n_estimators,max_features,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
100,auto,16.145856142044067,0.48570990562438965,0,0.8336769855171254,661735.6263719879,10,48193,14458,33735
100,sqrt,6.373228549957275,0.47611546516418457,0,0.85477649953285,577788.7344355287,10,48193,14458,33735
100,log2,6.386132478713989,0.4791853427886963,0,0.8528255618509631,585550.7688896903,10,48193,14458,33735
200,auto,32.10585045814514,0.9625897407531738,0,0.8360428660127557,652322.6932516686,10,48193,14458,33735
200,sqrt,12.690475940704346,0.9583041667938232,0,0.854428314245764,579174.0304497918,10,48193,14458,33735
200,log2,12.74845027923584,0.9530107975006104,0,0.8536806472939973,582148.7111347425,10,48193,14458,33735
