n_neighbors,weights,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
10,uniform,0.0009999275207519531,0.004998922348022461,0,0.78605496928259,27.69597402597402,8,1232,616,616,0.004572145430771713
