n_neighbors,p,chunk_size,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
5,2,600,1.0728836059570312e-05,0.04928112030029297,0,0.7850482411336025,27.8262987012987,8,1232,616,616,0.004588841754361017
