weights,n_neighbors,p,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
uniform,5,2,0.035938262939453125,0.10604715347290039,0,0.5405997325975429,0.4720955838364321,10,4999,1500,3499
uniform,5,3,0.02339482307434082,0.9536216259002686,0,0.5395879286954792,0.47313534847691335,10,4999,1500,3499
uniform,10,2,0.020412445068359375,0.10911178588867188,0,0.5471798502620584,0.46533362762751146,10,4999,1500,3499
uniform,10,3,0.020491838455200195,1.072650671005249,0,0.5315494209694418,0.48139599669019084,10,4999,1500,3499
