weights,n_neighbors,p,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
uniform,5,2,0.027294397354125977,0.13464570045471191,1,0.5405997325975429,0.4720955838364321,10,4999,1500,3499
uniform,5,3,0.02142047882080078,0.938058614730835,1,0.5395879286954792,0.47313534847691335,10,4999,1500,3499
uniform,10,2,0.020632505416870117,0.1130533218383789,1,0.5471798502620584,0.46533362762751146,10,4999,1500,3499
uniform,10,3,0.02118086814880371,1.0521159172058105,1,0.5315494209694418,0.48139599669019084,10,4999,1500,3499
uniform,5,2,0.019836902618408203,0.10109710693359375,2,0.5735447986598197,0.434716289733466,10,4999,1500,3499
uniform,5,3,0.020947933197021484,0.9227621555328369,2,0.581178788785025,0.4269344175633949,10,4999,1500,3499
uniform,10,2,0.020071983337402344,0.11011672019958496,2,0.5729935608284351,0.43527820588331506,10,4999,1500,3499
uniform,10,3,0.020812511444091797,1.0387797355651855,2,0.5648708636322207,0.44355825212655464,10,4999,1500,3499
uniform,5,2,0.0197293758392334,0.1013953685760498,3,0.536727365717167,0.467216263710134,10,4999,1500,3499
uniform,5,3,0.020679473876953125,0.9252007007598877,3,0.5439596451094659,0.45992241920967336,10,4999,1500,3499
uniform,10,2,0.020464420318603516,0.10964560508728027,3,0.5499023478536309,0.4539291289373764,10,4999,1500,3499
uniform,10,3,0.021492719650268555,1.0551235675811768,3,0.5374813204940198,0.4664558908588584,10,4999,1500,3499
uniform,5,2,0.020555734634399414,0.09601807594299316,4,0.546990181324695,0.47317915346194694,10,4999,1500,3499
uniform,5,3,0.020418882369995117,1.0014634132385254,4,0.5481905920259708,0.4719252969316464,10,4999,1500,3499
uniform,10,2,0.022227764129638672,0.12321162223815918,4,0.5393567410722651,0.4811524570146367,10,4999,1500,3499
uniform,10,3,0.025772809982299805,1.0488193035125732,4,0.5247321004803225,0.4964282297897531,10,4999,1500,3499
uniform,5,2,0.020336389541625977,0.09524369239807129,5,0.5413356840756383,0.484185697501428,10,4999,1500,3499
uniform,5,3,0.02025580406188965,0.8704221248626709,5,0.5354392651387323,0.49041020988794926,10,4999,1500,3499
uniform,10,2,0.020045757293701172,0.10618019104003906,5,0.5267547154796444,0.4995779924866389,10,4999,1500,3499
uniform,10,3,0.020740270614624023,0.9998276233673096,5,0.5194877669847989,0.5072492945773468,10,4999,1500,3499
uniform,5,2,0.02066946029663086,0.09580087661743164,6,0.5524499552422996,0.45242341638971334,10,4999,1500,3499
uniform,5,3,0.02079606056213379,0.9068377017974854,6,0.5495752427036703,0.45532943166800277,10,4999,1500,3499
uniform,10,2,0.020079374313354492,0.11011362075805664,6,0.5539110633284313,0.45094639830026095,10,4999,1500,3499
uniform,10,3,0.020839214324951172,1.0320053100585938,6,0.545090986509905,0.4598625169193927,10,4999,1500,3499
uniform,5,2,0.020628929138183594,0.09840774536132812,7,0.5574286687340049,0.4431117372903103,10,4999,1500,3499
uniform,5,3,0.020303964614868164,0.938295841217041,7,0.553245497261309,0.44730001666517893,10,4999,1500,3499
uniform,10,2,0.02168750762939453,0.11019635200500488,7,0.5478744123223687,0.45267766001957244,10,4999,1500,3499
uniform,10,3,0.020348310470581055,1.0432934761047363,7,0.5349029054089468,0.4656650059175495,10,4999,1500,3499
uniform,5,2,0.0224306583404541,0.10074758529663086,8,0.5637275878126182,0.42781096487466364,10,4999,1500,3499
uniform,5,3,0.02189803123474121,0.9255590438842773,8,0.5572686792993444,0.4341446036881902,10,4999,1500,3499
uniform,10,2,0.022907018661499023,0.1083223819732666,8,0.5488805186634239,0.4423700770276218,10,4999,1500,3499
uniform,10,3,0.020387887954711914,1.0362522602081299,8,0.5356180213723515,0.4553753498898086,10,4999,1500,3499
uniform,5,2,0.021062374114990234,0.09943509101867676,9,0.5530108199025137,0.4656675230638963,10,4999,1500,3499
uniform,5,3,0.020285606384277344,0.9448096752166748,9,0.5505599987854384,0.4682207566764241,10,4999,1500,3499
uniform,10,2,0.020704984664916992,0.1170046329498291,9,0.5333017864199805,0.486200138197428,10,4999,1500,3499
uniform,10,3,0.020624637603759766,1.0686180591583252,9,0.5252418811921262,0.4945968427949892,10,4999,1500,3499
uniform,5,2,0.020870447158813477,0.09548044204711914,10,0.5421801730550089,0.4520624650328984,10,4999,1500,3499
uniform,5,3,0.020781278610229492,0.8962674140930176,10,0.5483862177460086,0.44593446511677687,10,4999,1500,3499
uniform,10,2,0.020687580108642578,0.10766196250915527,10,0.5356224330532702,0.45853773747798426,10,4999,1500,3499
uniform,10,3,0.020229816436767578,1.0171172618865967,10,0.5196413255647041,0.47431787285011373,10,4999,1500,3499
