weights,n_neighbors,p,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
uniform,5,2,2.426032304763794,3.6737592220306396,0,0.7559311185708414,0.25293439622955616,10,48193,14458,33735
uniform,5,3,2.384800434112549,17.03621816635132,0,0.7569444194770583,0.25188428836077725,10,48193,14458,33735
uniform,10,2,2.3619179725646973,4.154259204864502,0,0.7461491617400187,0.26307167112695373,10,48193,14458,33735
uniform,10,3,2.3677985668182373,20.839399337768555,0,0.7429934181624307,0.2663420433750612,10,48193,14458,33735
