weights,n_neighbors,p,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
uniform,5,2,2.454737663269043,3.683164358139038,0,0.7175342755368573,1123823.024055886,10,48193,14458,33735
uniform,5,3,2.421605110168457,17.699888467788696,0,0.7173218879315337,1124668.0330612808,10,48193,14458,33735
uniform,10,2,2.397575616836548,4.403178453445435,0,0.7049072856837093,1174060.984602988,10,48193,14458,33735
uniform,10,3,2.3907952308654785,21.74146556854248,0,0.7018348596607225,1186284.9919968182,10,48193,14458,33735
