criterion,max_features,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
mse,auto,0.9498801231384277,0.0032358169555664062,0,0.8661221997417152,155.39137664705984,81,21263,6379,14884
mse,sqrt,0.11684179306030273,0.002791881561279297,0,0.8705730048864351,150.22534660106638,81,21263,6379,14884
mse,log2,0.07722878456115723,0.0021581649780273438,0,0.8678341608699751,153.40431086039973,81,21263,6379,14884
