alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
0.001,1000,0.012998342514038086,0.0,0,0.8812072691210302,16.30804926752982,8,420,210,210,0.0027052434159554216
