alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
0.001,1000,0.0020036697387695312,0.0,0,0.8787392148751562,16.646867560019935,8,420,210,210,0.002749950662361886
