alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
0.001,1000,0.015995502471923828,0.0,0,0.8755775343854826,16.106947491848896,8,1232,616,616,0.0027354850635835574
