alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train,MGE
0.001,1000,0.0030007362365722656,0.0,0,0.8765448801766824,15.981721008123754,8,1232,616,616,0.0027099317682705492
