criterion,max_features,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
mse,auto,0.24886345863342285,0.005337238311767578,0,0.686778480269622,1246188.5638400884,10,48193,14458,33735
mse,sqrt,0.10847687721252441,0.0056743621826171875,0,0.6703046550221862,1311731.6103195462,10,48193,14458,33735
mse,log2,0.09371685981750488,0.00529789924621582,0,0.70105430095564,1189390.5363812423,10,48193,14458,33735
