criterion,max_features,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
mse,auto,0.21526122093200684,0.00496983528137207,0,0.7582337570567451,0.2505481171113145,10,48193,14458,33735
mse,sqrt,0.0850076675415039,0.005267143249511719,0,0.7278202773007947,0.2820663307166976,10,48193,14458,33735
mse,log2,0.07752418518066406,0.005270957946777344,0,0.7723474326532753,0.23592177886333776,10,48193,14458,33735
