n_estimators,criterion,max_features,train_time,inference_time,score,accuracy,f1,recall,precision
49,entropy,sqrt,3.105353593826294,0.029993772506713867,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
49,entropy,log2,2.521500587463379,0.03202199935913086,0.34019370460048426,0.949238578680203,0.7250348079017384,0.6663948532207392,0.878731980597117
50,gini,sqrt,3.010105609893799,0.03301644325256348,0.03753026634382567,0.949238578680203,0.7393703205237094,0.6855426930542493,0.8551449747203922
50,gini,log2,2.1993918418884277,0.03397536277770996,0.0387409200968523,0.9503666102650874,0.747782117269741,0.6938071558641666,0.8596073517126148
50,entropy,sqrt,3.4331512451171875,0.03199172019958496,0.461864406779661,0.9498025944726453,0.7235090141629856,0.6628679486922938,0.8931884057971015
50,entropy,log2,2.6719729900360107,0.033020973205566406,0.21549636803874092,0.9458544839255499,0.7034290493448565,0.6492606007243912,0.8531890714522468
51,gini,sqrt,3.1975345611572266,0.037015676498413086,0.2221549636803874,0.952058657642414,0.7525633553069049,0.6947151461789367,0.8786923525977817
51,gini,log2,2.5424187183380127,0.03999781608581543,0.035108958837772396,0.9469825155104343,0.7220001868211054,0.6690137674344145,0.8454024046129309
51,entropy,sqrt,3.516960382461548,0.03400444984436035,0.09624697336561744,0.9475465313028765,0.7234858203661501,0.6693164308726712,0.8519947582993593
51,entropy,log2,2.7220699787139893,0.03447580337524414,0.1549636803874092,0.9458544839255499,0.7067037950951875,0.6530901686910932,0.8484491357518618
52,gini,sqrt,3.3279385566711426,0.03394508361816406,0.2215496368038741,0.9514946418499718,0.7483363042186572,0.6905829147739779,0.8767181535905701
52,gini,log2,2.5262322425842285,0.039972543716430664,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
52,entropy,sqrt,3.634394884109497,0.03398895263671875,0.27663438256658596,0.9464184997179921,0.7048691724211644,0.6495632641626479,0.8610688405797102
52,entropy,log2,2.877523422241211,0.03791213035583496,0.461864406779661,0.9498025944726453,0.7235090141629856,0.6628679486922938,0.8931884057971015
53,gini,sqrt,3.4134480953216553,0.03498363494873047,0.22033898305084745,0.9503666102650874,0.7397448557474178,0.6823184519640606,0.872592319960741
53,gini,log2,2.565032482147217,0.037050485610961914,-0.14769975786924938,0.9458544839255499,0.7219950085586233,0.6722380085246032,0.8296786425616669
53,entropy,sqrt,3.6316819190979004,0.04404878616333008,0.1579903147699758,0.9486745628877609,0.7294323618636522,0.6737513257158866,0.8612145353190781
53,entropy,log2,2.947932481765747,0.042977094650268555,0.21610169491525424,0.9464184997179921,0.7081481481481482,0.6533928321293498,0.8559141033081834
54,gini,sqrt,3.2671866416931152,0.036975860595703125,0.4043583535108959,0.9526226734348562,0.748900728351767,0.6873586736837892,0.8963541115461953
54,gini,log2,2.4341163635253906,0.04195880889892578,0.4049636803874092,0.9531866892272983,0.7532185278536607,0.6914909050887479,0.8980936433979532
54,entropy,sqrt,3.6548402309417725,0.03490614891052246,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
54,entropy,log2,2.756915330886841,0.03601837158203125,0.2778450363196126,0.9475465313028765,0.7142923976608186,0.6578277269725652,0.8662042948345908
55,gini,sqrt,3.277602195739746,0.039034366607666016,0.2215496368038741,0.9514946418499718,0.7483363042186572,0.6905829147739779,0.8767181535905701
55,gini,log2,2.5815505981445312,0.036901235580444336,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
55,entropy,sqrt,3.614482879638672,0.03689980506896973,0.21731234866828086,0.9475465313028765,0.7174279256043831,0.6616572949392672,0.8610825548652394
55,entropy,log2,2.8529415130615234,0.036013126373291016,0.15677966101694915,0.9475465313028765,0.7204915879137178,0.6654868629059691,0.8563602869885593
56,gini,sqrt,3.3618557453155518,0.04195523262023926,0.2796610169491525,0.949238578680203,0.7280341146152902,0.6702244211874412,0.8732612988152699
56,gini,log2,2.5286977291107178,0.04099392890930176,0.03631961259079903,0.9481105470953187,0.7307783719548426,0.6772782302443319,0.8504192789193679
56,entropy,sqrt,3.8990988731384277,0.03694891929626465,0.2796610169491525,0.949238578680203,0.7280341146152902,0.6702244211874412,0.8732612988152699
56,entropy,log2,3.032792568206787,0.04098367691040039,0.33777239709443097,0.9469825155104343,0.7063245369195635,0.6498659276009044,0.8692833016937452
57,gini,sqrt,3.632211685180664,0.04501914978027344,0.2221549636803874,0.952058657642414,0.7525633553069049,0.6947151461789367,0.8786923525977817
57,gini,log2,2.6487796306610107,0.041939496994018555,0.1585956416464891,0.949238578680203,0.7338299661053138,0.6778835571208452,0.8635290148448043
57,entropy,sqrt,3.6535818576812744,0.037033796310424805,0.0950363196125908,0.9464184997179921,0.7144806543204645,0.6610519680627539,0.8468101609462866
57,entropy,log2,2.9363462924957275,0.03493452072143555,0.2796610169491525,0.949238578680203,0.7280341146152902,0.6702244211874412,0.8732612988152699
58,gini,sqrt,3.451876163482666,0.04248690605163574,0.16041162227602906,0.9509306260575296,0.7467413166082437,0.6902802513357212,0.870067133683596
58,gini,log2,2.6312527656555176,0.04347825050354004,0.09685230024213075,0.9481105470953187,0.7279150764632096,0.6734486622776299,0.8544657097288677
58,entropy,sqrt,3.6832447052001953,0.039010047912597656,0.09564164648910412,0.9469825155104343,0.7190079579174534,0.6651841994677126,0.849444385649275
58,entropy,log2,2.896946430206299,0.037018537521362305,0.3407990314769976,0.9498025944726453,0.7295815632127967,0.6705270846256979,0.8808943816207035
59,gini,sqrt,3.405683755874634,0.040975093841552734,-0.023002421307506054,0.949238578680203,0.7420498926622353,0.6893722610209513,0.8513784461152882
59,gini,log2,2.6987464427948,0.042884111404418945,-0.14769975786924938,0.9458544839255499,0.7219950085586233,0.6722380085246032,0.8296786425616669
59,entropy,sqrt,3.903067111968994,0.03797650337219238,0.2820823244552058,0.9514946418499718,0.745659745389522,0.686753346807276,0.8816556250766776
59,entropy,log2,3.0072381496429443,0.038010597229003906,0.21610169491525424,0.9464184997179921,0.7081481481481482,0.6533928321293498,0.8559141033081834
60,gini,sqrt,3.5832083225250244,0.03989410400390625,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
60,gini,log2,2.7234530448913574,0.03989410400390625,0.09745762711864407,0.9486745628877609,0.7322965423524084,0.6775808936825887,0.8568613652357495
60,entropy,sqrt,4.149620771408081,0.04103541374206543,0.400726392251816,0.949238578680203,0.721964733760803,0.6625652852540371,0.8846713859557744
60,entropy,log2,3.222386360168457,0.04393362998962402,0.3389830508474576,0.9481105470953187,0.7157861722888208,0.6581303904108219,0.8741772811212651
61,gini,sqrt,3.9410922527313232,0.04410099983215332,-0.02360774818401937,0.9486745628877609,0.7378365335400183,0.6852400296159926,0.8490507343375879
61,gini,log2,3.0031003952026367,0.043958187103271484,0.09927360774818401,0.9503666102650874,0.745162091178738,0.6899775878974647,0.863633752106634
61,entropy,sqrt,4.232739686965942,0.039987802505493164,0.2185230024213075,0.9486745628877609,0.7265025215069713,0.6699217577491846,0.8659104130308319
61,entropy,log2,3.3509328365325928,0.07610130310058594,0.21549636803874092,0.9458544839255499,0.7034290493448565,0.6492606007243912,0.8531890714522468
62,gini,sqrt,3.932997941970825,0.049945831298828125,0.22276029055690072,0.9526226734348562,0.7567456324887953,0.6988473775838953,0.8806113068791175
62,gini,log2,2.9990415573120117,0.04201817512512207,0.038135593220338986,0.9498025944726453,0.7435983679677103,0.689674924459208,0.8574074772345921
62,entropy,sqrt,4.275686740875244,0.040019989013671875,0.3432203389830508,0.952058657642414,0.7472719863561585,0.6870560102455326,0.8888738663782345
62,entropy,log2,3.347062587738037,0.04504561424255371,0.15435835351089588,0.9452904681331077,0.7020038986354776,0.6489579372861345,0.845623911781776
63,gini,sqrt,4.063247442245483,0.04700827598571777,0.038135593220338986,0.9498025944726453,0.7435983679677103,0.689674924459208,0.8574074772345921
63,gini,log2,3.1111412048339844,0.043846845626831055,0.2185230024213075,0.9486745628877609,0.7265025215069713,0.6699217577491846,0.8659104130308319
63,entropy,sqrt,4.531010627746582,0.04799628257751465,0.46246973365617433,0.9503666102650874,0.7281432952327851,0.6670001800972525,0.8951654907902836
63,entropy,log2,3.2132046222686768,0.03992629051208496,0.27905569007263925,0.9486745628877609,0.7235047444085898,0.6660921897824825,0.8709884682429714
64,gini,sqrt,3.8524587154388428,0.04099750518798828,0.03934624697336562,0.9509306260575296,0.7519222882507619,0.6979393872691253,0.8617475497366881
64,gini,log2,2.9294557571411133,0.04801511764526367,0.035108958837772396,0.9469825155104343,0.7220001868211054,0.6690137674344145,0.8454024046129309
64,entropy,sqrt,4.125914812088013,0.03896951675415039,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
64,entropy,log2,3.290578842163086,0.044998884201049805,0.15677966101694915,0.9475465313028765,0.7204915879137178,0.6654868629059691,0.8563602869885593
65,gini,sqrt,3.9809703826904297,0.045958757400512695,0.2215496368038741,0.9514946418499718,0.7483363042186572,0.6905829147739779,0.8767181535905701
65,gini,log2,2.9554662704467773,0.046953439712524414,0.15980629539951574,0.9503666102650874,0.742483660130719,0.6861480199307626,0.8679518620335027
65,entropy,sqrt,4.193210124969482,0.038895606994628906,0.4654963680387409,0.9531866892272983,0.7505462558799847,0.6876613371220459,0.9041109171999224
65,entropy,log2,3.254086494445801,0.04088997840881348,0.030871670702179176,0.943034404963339,0.6897153996101365,0.6400881475997038,0.825043528728961
66,gini,sqrt,4.045645475387573,0.042044639587402344,0.03631961259079903,0.9481105470953187,0.7307783719548426,0.6772782302443319,0.8504192789193679
66,gini,log2,2.9659841060638428,0.042992353439331055,-0.02602905569007264,0.9464184997179921,0.7205293574008658,0.668711103996158,0.8390368955463958
66,entropy,sqrt,4.246020555496216,0.04099154472351074,0.400726392251816,0.949238578680203,0.721964733760803,0.6625652852540371,0.8846713859557744
66,entropy,log2,3.3421013355255127,0.04200100898742676,0.39709443099273606,0.9458544839255499,0.6931242878366098,0.6377718968242851,0.8702043285387822
67,gini,sqrt,4.277348041534424,0.04801368713378906,0.3480629539951574,0.9565707839819515,0.7804369677621686,0.7201138614852021,0.9022728935049737
67,gini,log2,3.351555585861206,0.05496716499328613,0.09745762711864407,0.9486745628877609,0.7322965423524084,0.6775808936825887,0.8568613652357495
67,entropy,sqrt,4.605939865112305,0.061038970947265625,0.035108958837772396,0.9469825155104343,0.7220001868211054,0.6690137674344145,0.8454024046129309
67,entropy,log2,3.6162281036376953,0.04597139358520508,0.1585956416464891,0.949238578680203,0.7338299661053138,0.6778835571208452,0.8635290148448043
68,gini,sqrt,4.134870767593384,0.04900503158569336,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
68,gini,log2,3.2656869888305664,0.047991037368774414,0.03571428571428571,0.9475465313028765,0.7264129498766371,0.6731459988393732,0.8479491303910727
68,entropy,sqrt,4.701290607452393,0.041974782943725586,0.39951573849878935,0.9481105470953187,0.7125729510276579,0.6543008224441198,0.8802112867039766
68,entropy,log2,3.6190056800842285,0.05397772789001465,0.3983050847457627,0.9469825155104343,0.7029621444357311,0.6460363596342025,0.8754050925925927
69,gini,sqrt,4.372955799102783,0.05086374282836914,0.2820823244552058,0.9514946418499718,0.745659745389522,0.686753346807276,0.8816556250766776
69,gini,log2,3.611201047897339,0.05397629737854004,0.09806295399515738,0.949238578680203,0.7366310160427807,0.6817131250875472,0.8591855704764353
69,entropy,sqrt,4.779907464981079,0.04697275161743164,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
69,entropy,log2,3.941056251525879,0.046067237854003906,0.03450363196125908,0.9464184997179921,0.7175392788686478,0.6648815360294559,0.8427749812796406
70,gini,sqrt,4.67999267578125,0.05701589584350586,0.03753026634382567,0.949238578680203,0.7393703205237094,0.6855426930542493,0.8551449747203922
70,gini,log2,3.1675381660461426,0.04787135124206543,0.03208232445520581,0.9441624365482234,0.6991974691917625,0.6483526104096211,0.8313648147320432
70,entropy,sqrt,4.709201812744141,0.057530879974365234,0.3383777239709443,0.9475465313028765,0.7110824530017715,0.6539981590058632,0.8717753623188406
70,entropy,log2,3.6130118370056152,0.042478322982788086,0.39951573849878935,0.9481105470953187,0.7125729510276579,0.6543008224441198,0.8802112867039766
71,gini,sqrt,4.2339770793914795,0.0450136661529541,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
71,gini,log2,3.3216378688812256,0.05002880096435547,-0.08716707021791767,0.9458544839255499,0.7190730837789661,0.6684084405579013,0.832886695805233
71,entropy,sqrt,4.754327774047852,0.04997372627258301,0.3407990314769976,0.9498025944726453,0.7295815632127967,0.6705270846256979,0.8808943816207035
71,entropy,log2,3.634996175765991,0.04301023483276367,0.09443099273607748,0.9458544839255499,0.7099030555896428,0.6569197366577952,0.8440873189995612
72,gini,sqrt,4.282729625701904,0.05186057090759277,0.09987893462469734,0.9509306260575296,0.7493602023954022,0.6941098193024233,0.8657642201315963
72,gini,log2,3.35447359085083,0.045987844467163086,0.09806295399515738,0.949238578680203,0.7366310160427807,0.6817131250875472,0.8591855704764353
72,entropy,sqrt,4.965438365936279,0.04699063301086426,0.3432203389830508,0.952058657642414,0.7472719863561585,0.6870560102455326,0.8888738663782345
72,entropy,log2,4.086045980453491,0.05901336669921875,0.39648910411622273,0.9452904681331077,0.6881175999086011,0.6336396654193264,0.8674383098126599
73,gini,sqrt,4.875988483428955,0.05699324607849121,0.09745762711864407,0.9486745628877609,0.7322965423524084,0.6775808936825887,0.8568613652357495
73,gini,log2,3.5370309352874756,0.0510101318359375,0.34019370460048426,0.949238578680203,0.7250348079017384,0.6663948532207392,0.878731980597117
73,entropy,sqrt,4.9596076011657715,0.05010199546813965,0.3414043583535109,0.9503666102650874,0.7340778009571727,0.6746593160306565,0.8829859587538395
73,entropy,log2,4.112100124359131,0.053971052169799805,0.3389830508474576,0.9481105470953187,0.7157861722888208,0.6581303904108219,0.8741772811212651
74,gini,sqrt,4.756205081939697,0.0548558235168457,0.15920096852300242,0.9498025944726453,0.7381801348281796,0.6820157885258039,0.8657736000804263
74,gini,log2,3.619110345840454,0.0608367919921875,0.1579903147699758,0.9486745628877609,0.7294323618636522,0.6737513257158866,0.8612145353190781
74,entropy,sqrt,5.079188108444214,0.04601335525512695,0.21912832929782083,0.949238578680203,0.7309650660911788,0.6740539891541433,0.8682082760080432
74,entropy,log2,4.021996259689331,0.051990509033203125,0.21670702179176757,0.9469825155104343,0.7128141326973712,0.6575250635343085,0.8585434173669467
75,gini,sqrt,4.988562822341919,0.06254887580871582,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
75,gini,log2,3.54418683052063,0.060961008071899414,0.21973365617433413,0.9498025944726453,0.7353789033611543,0.6781862205591019,0.870434312338797
75,entropy,sqrt,5.026730537414551,0.06798171997070312,0.40375302663438256,0.952058657642414,0.7445353222867312,0.6832264422788306,0.8945607911576499
75,entropy,log2,3.8350563049316406,0.0479891300201416,0.21912832929782083,0.949238578680203,0.7309650660911788,0.6740539891541433,0.8682082760080432
76,gini,sqrt,4.46348762512207,0.05198240280151367,0.1585956416464891,0.949238578680203,0.7338299661053138,0.6778835571208452,0.8635290148448043
76,gini,log2,3.416977643966675,0.05704069137573242,0.28026634382566584,0.9498025944726453,0.7325134551002246,0.6743566525923999,0.8754605390731045
76,entropy,sqrt,4.947811841964722,0.049100637435913086,0.39891041162227603,0.9475465313028765,0.7077954183376367,0.6501685910391611,0.8778542836283074
76,entropy,log2,4.142261743545532,0.047029972076416016,0.2778450363196126,0.9475465313028765,0.7142923976608186,0.6578277269725652,0.8662042948345908
77,gini,sqrt,5.005678653717041,0.052857398986816406,0.34382566585956414,0.9526226734348562,0.7515746350316261,0.6911882416504913,0.8907189301926144
77,gini,log2,3.747596263885498,0.05900311470031738,0.15980629539951574,0.9503666102650874,0.742483660130719,0.6861480199307626,0.8679518620335027
77,entropy,sqrt,5.332994222640991,0.0689995288848877,0.09806295399515738,0.949238578680203,0.7366310160427807,0.6817131250875472,0.8591855704764353
77,entropy,log2,4.398084402084351,0.052054643630981445,0.28268765133171914,0.952058657642414,0.749947319779722,0.6908855782122346,0.8835980697697798
78,gini,sqrt,5.094835519790649,0.05598115921020508,0.03753026634382567,0.949238578680203,0.7393703205237094,0.6855426930542493,0.8551449747203922
78,gini,log2,3.8241324424743652,0.05692028999328613,0.21731234866828086,0.9475465313028765,0.7174279256043831,0.6616572949392672,0.8610825548652394
78,entropy,sqrt,5.7010509967803955,0.08101296424865723,0.33958837772397094,0.9486745628877609,0.7204366471734893,0.6622626218157805,0.8764944863609982
78,entropy,log2,4.285803318023682,0.059029340744018555,0.15375302663438256,0.9447264523406655,0.6972504878728742,0.6448257058811758,0.8426949666177377
79,gini,sqrt,5.072854280471802,0.06299591064453125,0.10048426150121065,0.9514946418499718,0.753514341877247,0.698242050707382,0.8678362573099415
79,gini,log2,3.86523699760437,0.06094813346862793,0.22033898305084745,0.9503666102650874,0.7397448557474178,0.6823184519640606,0.872592319960741
79,entropy,sqrt,5.431166172027588,0.05186057090759277,0.2820823244552058,0.9514946418499718,0.745659745389522,0.686753346807276,0.8816556250766776
79,entropy,log2,4.093092918395996,0.05285763740539551,0.3407990314769976,0.9498025944726453,0.7295815632127967,0.6705270846256979,0.8808943816207035
80,gini,sqrt,4.989504337310791,0.05398297309875488,0.2221549636803874,0.952058657642414,0.7525633553069049,0.6947151461789367,0.8786923525977817
80,gini,log2,3.7405381202697754,0.05198812484741211,0.09564164648910412,0.9469825155104343,0.7190079579174534,0.6651841994677126,0.849444385649275
80,entropy,sqrt,5.248915195465088,0.05200695991516113,0.3414043583535109,0.9503666102650874,0.7340778009571727,0.6746593160306565,0.8829859587538395
80,entropy,log2,4.165083885192871,0.050008296966552734,0.33958837772397094,0.9486745628877609,0.7204366471734893,0.6622626218157805,0.8764944863609982
81,gini,sqrt,4.845653533935547,0.05500197410583496,0.04055690072639225,0.952058657642414,0.7600746975560908,0.7062038500790426,0.865859828513607
81,gini,log2,3.6272456645965576,0.05499911308288574,0.15980629539951574,0.9503666102650874,0.742483660130719,0.6861480199307626,0.8679518620335027
81,entropy,sqrt,5.304015159606934,0.05498337745666504,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
81,entropy,log2,4.238382816314697,0.058054208755493164,0.2778450363196126,0.9475465313028765,0.7142923976608186,0.6578277269725652,0.8662042948345908
82,gini,sqrt,4.921759605407715,0.05794858932495117,-0.08292978208232446,0.9498025944726453,0.7487840950881421,0.6973340603926119,0.8501224902806626
82,gini,log2,3.805264949798584,0.0578458309173584,0.03631961259079903,0.9481105470953187,0.7307783719548426,0.6772782302443319,0.8504192789193679
82,entropy,sqrt,5.509226560592651,0.05498909950256348,0.2796610169491525,0.949238578680203,0.7280341146152902,0.6702244211874412,0.8732612988152699
82,entropy,log2,4.639872312545776,0.05585002899169922,0.33777239709443097,0.9469825155104343,0.7063245369195635,0.6498659276009044,0.8692833016937452
83,gini,sqrt,4.41219687461853,0.050997018814086914,0.2221549636803874,0.952058657642414,0.7525633553069049,0.6947151461789367,0.8786923525977817
83,gini,log2,3.75478196144104,0.06301689147949219,0.2185230024213075,0.9486745628877609,0.7265025215069713,0.6699217577491846,0.8659104130308319
83,entropy,sqrt,5.480958461761475,0.05599617958068848,0.28268765133171914,0.952058657642414,0.749947319779722,0.6908855782122346,0.8835980697697798
83,entropy,log2,4.285175085067749,0.05196714401245117,0.21549636803874092,0.9458544839255499,0.7034290493448565,0.6492606007243912,0.8531890714522468
84,gini,sqrt,5.029810428619385,0.05395078659057617,0.2221549636803874,0.952058657642414,0.7525633553069049,0.6947151461789367,0.8786923525977817
84,gini,log2,3.8550734519958496,0.058012962341308594,0.28268765133171914,0.952058657642414,0.749947319779722,0.6908855782122346,0.8835980697697798
84,entropy,sqrt,5.464028835296631,0.05550742149353027,0.34019370460048426,0.949238578680203,0.7250348079017384,0.6663948532207392,0.878731980597117
84,entropy,log2,4.338916063308716,0.05797719955444336,0.3983050847457627,0.9469825155104343,0.7029621444357311,0.6460363596342025,0.8754050925925927
85,gini,sqrt,5.040818929672241,0.05800962448120117,0.162227602905569,0.9526226734348562,0.7592465664847527,0.7026769455505973,0.8760651629072682
85,gini,log2,3.911334276199341,0.05894899368286133,0.09745762711864407,0.9486745628877609,0.7322965423524084,0.6775808936825887,0.8568613652357495
85,entropy,sqrt,5.5281360149383545,0.059839725494384766,0.2784503631961259,0.9481105470953187,0.7189244702995548,0.6619599583775239,0.8686376989820319
85,entropy,log2,4.431185960769653,0.05286002159118652,0.09200968523002422,0.9435984207557812,0.6910719264008921,0.6403908110379605,0.8322008617832284
86,gini,sqrt,4.5380144119262695,0.04587554931640625,0.15980629539951574,0.9503666102650874,0.742483660130719,0.6861480199307626,0.8679518620335027
86,gini,log2,3.022895097732544,0.04999995231628418,0.4019370460048426,0.9503666102650874,0.731145145503922,0.6708297480639546,0.888826262212202
86,entropy,sqrt,5.947844505310059,0.05601358413696289,0.34200968523002423,0.9509306260575296,0.738524388693478,0.6787915474356152,0.8850106651153771
86,entropy,log2,4.848169565200806,0.06087064743041992,0.2778450363196126,0.9475465313028765,0.7142923976608186,0.6578277269725652,0.8662042948345908
87,gini,sqrt,5.68497109413147,0.06200718879699707,0.04116222760290557,0.9526226734348562,0.764088299773168,0.7103360814840014,0.8678369582334517
87,gini,log2,4.210618734359741,0.06781792640686035,0.15738498789346247,0.9481105470953187,0.7249865120043162,0.6696190943109279,0.8588263308286591
87,entropy,sqrt,6.1277759075164795,0.05895733833312988,0.2215496368038741,0.9514946418499718,0.7483363042186572,0.6905829147739779,0.8767181535905701
87,entropy,log2,5.014897584915161,0.0650179386138916,0.03450363196125908,0.9464184997179921,0.7175392788686478,0.6648815360294559,0.8427749812796406
88,gini,sqrt,5.639163255691528,0.06404280662536621,0.2838983050847458,0.9531866892272983,0.7583853940055659,0.699150041022152,0.8873175715119673
88,gini,log2,3.473629951477051,0.04502272605895996,0.15920096852300242,0.9498025944726453,0.7381801348281796,0.6820157885258039,0.8657736000804263
88,entropy,sqrt,4.216021299362183,0.03933358192443848,0.28026634382566584,0.9498025944726453,0.7325134551002246,0.6743566525923999,0.8754605390731045
88,entropy,log2,3.0448203086853027,0.04488205909729004,0.3976997578692494,0.9464184997179921,0.6980721142211825,0.6419041282292438,0.8728574057521425
89,gini,sqrt,3.6426870822906494,0.042002201080322266,0.2215496368038741,0.9514946418499718,0.7483363042186572,0.6905829147739779,0.8767181535905701
89,gini,log2,2.763827323913574,0.045995235443115234,0.1579903147699758,0.9486745628877609,0.7294323618636522,0.6737513257158866,0.8612145353190781
89,entropy,sqrt,3.743072032928467,0.03410744667053223,0.34200968523002423,0.9509306260575296,0.738524388693478,0.6787915474356152,0.8850106651153771
89,entropy,log2,4.486639022827148,0.06001615524291992,0.2185230024213075,0.9486745628877609,0.7265025215069713,0.6699217577491846,0.8659104130308319
90,gini,sqrt,5.4017274379730225,0.05698442459106445,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
90,gini,log2,4.213013648986816,0.056990861892700195,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
90,entropy,sqrt,5.8649773597717285,0.05796647071838379,0.15980629539951574,0.9503666102650874,0.742483660130719,0.6861480199307626,0.8679518620335027
90,entropy,log2,4.625776529312134,0.059009552001953125,0.4013317191283293,0.9498025944726453,0.7265808966861598,0.6666975166589959,0.8867846778874057
91,gini,sqrt,5.569330930709839,0.06105494499206543,0.09806295399515738,0.949238578680203,0.7366310160427807,0.6817131250875472,0.8591855704764353
91,gini,log2,4.0780556201934814,0.06183576583862305,0.1579903147699758,0.9486745628877609,0.7294323618636522,0.6737513257158866,0.8612145353190781
91,entropy,sqrt,5.539917707443237,0.046994924545288086,0.3407990314769976,0.9498025944726453,0.7295815632127967,0.6705270846256979,0.8808943816207035
91,entropy,log2,3.5579564571380615,0.04896426200866699,0.400726392251816,0.949238578680203,0.721964733760803,0.6625652852540371,0.8846713859557744
92,gini,sqrt,3.9586710929870605,0.05221676826477051,0.21912832929782083,0.949238578680203,0.7309650660911788,0.6740539891541433,0.8682082760080432
92,gini,log2,2.814812421798706,0.04188847541809082,0.28087167070217917,0.9503666102650874,0.7369436201780416,0.6784888839973586,0.8775902211874272
92,entropy,sqrt,4.064178466796875,0.05098271369934082,0.4654963680387409,0.9531866892272983,0.7505462558799847,0.6876613371220459,0.9041109171999224
92,entropy,log2,3.0870003700256348,0.04520273208618164,0.3389830508474576,0.9481105470953187,0.7157861722888208,0.6581303904108219,0.8741772811212651
93,gini,sqrt,6.067965745925903,0.08002734184265137,0.16162227602905568,0.952058657642414,0.7551220368230941,0.6985447141456387,0.8741209630286004
93,gini,log2,4.514830589294434,0.06298208236694336,0.22033898305084745,0.9503666102650874,0.7397448557474178,0.6823184519640606,0.872592319960741
93,entropy,sqrt,6.767354488372803,0.06482720375061035,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
93,entropy,log2,5.026091814041138,0.058844566345214844,0.4013317191283293,0.9498025944726453,0.7265808966861598,0.6666975166589959,0.8867846778874057
94,gini,sqrt,5.029006242752075,0.05599045753479004,0.4043583535108959,0.9526226734348562,0.748900728351767,0.6873586736837892,0.8963541115461953
94,gini,log2,3.1503188610076904,0.04288434982299805,0.1579903147699758,0.9486745628877609,0.7294323618636522,0.6737513257158866,0.8612145353190781
94,entropy,sqrt,4.1749045848846436,0.04487895965576172,0.3414043583535109,0.9503666102650874,0.7340778009571727,0.6746593160306565,0.8829859587538395
94,entropy,log2,3.1797287464141846,0.048969268798828125,0.3371670702179177,0.9464184997179921,0.7015114488395213,0.6457336961959459,0.8666951990131164
95,gini,sqrt,4.067986726760864,0.04297995567321777,0.038135593220338986,0.9498025944726453,0.7435983679677103,0.689674924459208,0.8574074772345921
95,gini,log2,2.732095956802368,0.03496861457824707,-0.14769975786924938,0.9458544839255499,0.7219950085586233,0.6722380085246032,0.8296786425616669
95,entropy,sqrt,2.8909366130828857,0.03004765510559082,0.34261501210653755,0.9514946418499718,0.7429221742649041,0.682923778840574,0.8869721663668113
95,entropy,log2,2.277003049850464,0.032947540283203125,0.2778450363196126,0.9475465313028765,0.7142923976608186,0.6578277269725652,0.8662042948345908
96,gini,sqrt,3.7717947959899902,0.05185723304748535,0.22336561743341404,0.9531866892272983,0.760883871250786,0.702979608988854,0.8824777059256047
96,gini,log2,4.666695833206177,0.0709993839263916,0.22094430992736078,0.9509306260575296,0.7440637273039508,0.6864506833690193,0.874685834925103
96,entropy,sqrt,7.145888566970825,0.07380080223083496,0.3414043583535109,0.9503666102650874,0.7340778009571727,0.6746593160306565,0.8829859587538395
96,entropy,log2,5.3367919921875,0.08896923065185547,0.27602905569007263,0.9458544839255499,0.7000761228114691,0.6454310327576891,0.8583553166835137
97,gini,sqrt,5.468695878982544,0.05933380126953125,0.15920096852300242,0.9498025944726453,0.7381801348281796,0.6820157885258039,0.8657736000804263
97,gini,log2,3.4495997428894043,0.046376705169677734,0.03571428571428571,0.9475465313028765,0.7264129498766371,0.6731459988393732,0.8479491303910727
97,entropy,sqrt,4.308893918991089,0.04799008369445801,0.28087167070217917,0.9503666102650874,0.7369436201780416,0.6784888839973586,0.8775902211874272
97,entropy,log2,3.3179664611816406,0.04814553260803223,0.2772397094430993,0.9469825155104343,0.7096076108168385,0.6536954955676065,0.8636831762867561
98,gini,sqrt,4.091832160949707,0.048041582107543945,0.1585956416464891,0.949238578680203,0.7338299661053138,0.6778835571208452,0.8635290148448043
