n_estimators,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
10,6.044618129730225,0.019368886947631836,0,0.912810708308373,101.20022915453877,81,21263,6379,14884
100,59.200742959976196,0.1657109260559082,0,0.9191034172657429,93.8963094169983,81,21263,6379,14884
