alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
0.0001,1000,1.1799137592315674,0.0004436969757080078,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,2000,2.2578234672546387,0.00044727325439453125,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,3000,3.901150941848755,0.0004978179931640625,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,5000,6.2798521518707275,0.0016007423400878906,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,1000,1.6453545093536377,0.0004856586456298828,0,0.24209830452865722,0.7854315823586141,10,48193,14458,33735
1e-05,2000,2.3745920658111572,0.00044536590576171875,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,3000,3.363553524017334,0.0004906654357910156,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,5000,5.929751873016357,0.0005748271942138672,0,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
