alpha,max_iter,train_time,inference_time,k,R2_score,RMSE,D,N,n_test,n_train
0.0001,1000,1.433185338973999,0.0004372596740722656,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,2000,2.666729688644409,0.0004360675811767578,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,3000,3.5275464057922363,0.0004875659942626953,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,5000,5.834898233413696,0.00044989585876464844,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,1000,1.170567512512207,0.0005156993865966797,1,0.24209830452865722,0.7854315823586141,10,48193,14458,33735
1e-05,2000,2.2895395755767822,0.0004394054412841797,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,3000,3.4680559635162354,0.00046181678771972656,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
1e-05,5000,6.215281248092651,0.00044083595275878906,1,0.24209830452030112,0.7854315823672737,10,48193,14458,33735
0.0001,1000,1.2898194789886475,0.0003838539123535156,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
0.0001,2000,2.330519437789917,0.0003788471221923828,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
0.0001,3000,3.515557289123535,0.00047588348388671875,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
0.0001,5000,5.980913877487183,0.0003757476806640625,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
1e-05,1000,1.091487169265747,0.0011081695556640625,2,0.23572761292616584,0.7846750822581151,10,48193,14458,33735
1e-05,2000,2.3724467754364014,0.0003936290740966797,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
1e-05,3000,3.781364917755127,0.00040221214294433594,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
1e-05,5000,6.031545639038086,0.0006084442138671875,2,0.23572761293236955,0.7846750822517458,10,48193,14458,33735
0.0001,1000,1.2583038806915283,0.0004968643188476562,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
0.0001,2000,2.2106833457946777,0.0004932880401611328,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
0.0001,3000,3.4589319229125977,0.0006511211395263672,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
0.0001,5000,6.148049592971802,0.0004894733428955078,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
1e-05,1000,1.1590912342071533,0.0007340908050537109,3,0.23235458099284612,0.7981636208409995,10,48193,14458,33735
1e-05,2000,2.3448617458343506,0.00048232078552246094,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
1e-05,3000,3.5449700355529785,0.0004980564117431641,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
1e-05,5000,5.770917177200317,0.0004916191101074219,3,0.23235458099921713,0.7981636208343751,10,48193,14458,33735
0.0001,1000,1.1788270473480225,0.000377655029296875,4,0.23982405646387916,0.7819129351946065,10,48193,14458,33735
0.0001,2000,2.1115190982818604,0.00038051605224609375,4,0.23982405646387916,0.7819129351946065,10,48193,14458,33735
0.0001,3000,3.2880337238311768,0.00055694580078125,4,0.23982405646387928,0.7819129351946064,10,48193,14458,33735
0.0001,5000,5.69608473777771,0.0005707740783691406,4,0.23982405646387928,0.7819129351946064,10,48193,14458,33735
1e-05,1000,1.1249120235443115,0.000392913818359375,4,0.23982405647055116,0.7819129351877437,10,48193,14458,33735
1e-05,2000,2.2162728309631348,0.0003800392150878906,4,0.23982405646387916,0.7819129351946065,10,48193,14458,33735
1e-05,3000,3.436537027359009,0.0004146099090576172,4,0.23982405646387916,0.7819129351946065,10,48193,14458,33735
1e-05,5000,5.729198694229126,0.00042891502380371094,4,0.23982405646387916,0.7819129351946065,10,48193,14458,33735
0.0001,1000,1.2686011791229248,0.00045490264892578125,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
0.0001,2000,2.3625543117523193,0.0007336139678955078,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
0.0001,3000,3.484194040298462,0.00046443939208984375,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
0.0001,5000,6.5299766063690186,0.0004627704620361328,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
1e-05,1000,1.1778018474578857,0.0014088153839111328,5,0.24565351421924386,0.7903912544091773,10,48193,14458,33735
1e-05,2000,2.746544122695923,0.0005331039428710938,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
1e-05,3000,3.624995231628418,0.00458216667175293,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
1e-05,5000,6.252527952194214,0.0004620552062988281,5,0.24565351421971837,0.7903912544086803,10,48193,14458,33735
0.0001,1000,1.1759326457977295,0.0004572868347167969,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
0.0001,2000,2.1133363246917725,0.000560760498046875,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
0.0001,3000,3.2225353717803955,0.00045871734619140625,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
0.0001,5000,5.706291913986206,0.0004622936248779297,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
1e-05,1000,1.063720941543579,0.0004622936248779297,6,0.24692093994652775,0.7785454882925252,10,48193,14458,33735
1e-05,2000,2.048110246658325,0.0004627704620361328,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
1e-05,3000,3.2799136638641357,0.0004630088806152344,6,0.24692093995153652,0.778545488287347,10,48193,14458,33735
