n_neighbors,weights,algorithm,score,f1_score,recall,precision,id
8,uniform,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,57
8,uniform,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,58
8,uniform,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,59
8,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,60
8,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,61
8,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,62
8,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,63
9,uniform,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,64
9,uniform,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,65
9,uniform,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,66
9,uniform,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,67
9,distance,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,68
9,distance,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,69
9,distance,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,70
9,distance,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,71
10,uniform,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,72
10,uniform,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,73
10,uniform,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,74
10,uniform,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,75
10,distance,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,76
10,distance,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,77
10,distance,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,78
10,distance,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,79
11,uniform,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,80
11,uniform,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,81
11,uniform,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,82
11,uniform,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,83
11,distance,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,84
11,distance,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,85
11,distance,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,86
11,distance,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,87
12,uniform,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,88
12,uniform,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,89
12,uniform,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,90
12,uniform,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,91
12,distance,auto,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,92
12,distance,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,93
12,distance,kd_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,94
12,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,95
13,uniform,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,96
13,uniform,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,97
13,uniform,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,98
13,uniform,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,99
13,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,100
13,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,101
13,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,102
13,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,103
14,uniform,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,104
14,uniform,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,105
14,uniform,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,106
14,uniform,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,107
14,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,108
14,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,109
14,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,110
14,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,111
15,uniform,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,112
15,uniform,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,113
15,uniform,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,114
15,uniform,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,115
15,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,116
15,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,117
15,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,118
15,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,119
16,uniform,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,120
16,uniform,ball_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,121
16,uniform,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,122
16,uniform,brute,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,123
16,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,124
16,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,125
16,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,126
16,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,127
17,uniform,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,128
17,uniform,ball_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,129
17,uniform,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,130
17,uniform,brute,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,131
17,distance,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,132
17,distance,ball_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,133
17,distance,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,134
17,distance,brute,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,135
18,uniform,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,136
18,uniform,ball_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,137
18,uniform,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,138
18,uniform,brute,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,139
18,distance,auto,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,140
18,distance,ball_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,141
18,distance,kd_tree,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,142
18,distance,brute,0.9545454545454546,0.9525606469002695,0.9636363636363636,0.9459459459459459,143
19,uniform,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,144
19,uniform,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,145
19,uniform,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,146
19,uniform,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,147
19,distance,auto,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,148
19,distance,ball_tree,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,149
19,distance,kd_tree,0.9431818181818182,0.9404036299607206,0.9484848484848485,0.9348290598290598,150
19,distance,brute,0.9431818181818182,0.9409792085848423,0.9545454545454546,0.9342105263157895,151
